                  上证指数 (000001)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA5   	   MA.MA13  	   MA.MA34  	   MA.MA144 	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 SKDJ.K     	 SKDJ.D     	 
 2002/03/01	1540.490	1544.920	1501.560	1502.540	         486157	   1472.363	   1589.995	   1774.678	   1767.666	           	      0.000	 486157.000	 570131.188	 446478.406	   -112.552	   -108.885	     -7.335	     34.589	     29.456	
 2002/03/08	1497.830	1645.290	1494.830	1640.260	        1024440	   1517.325	   1584.433	   1758.037	   1770.832	           	      0.000	1024440.000	 689120.000	 508252.813	    -97.893	   -106.686	     17.586	     51.521	     38.436	
 2002/03/15	1643.590	1676.510	1620.560	1620.980	        1209168	   1551.238	   1574.663	   1740.476	   1773.720	           	      0.000	1209168.000	 814358.375	 597073.625	    -86.831	   -102.715	     31.769	     63.759	     49.956	
 2002/03/22	1641.430	1693.870	1610.990	1669.690	         917003	   1588.012	   1568.837	   1725.746	   1777.216	           	      0.000	 917003.063	 846588.813	 654222.375	    -73.288	    -96.830	     47.083	     74.174	     63.152	
 2002/03/29	1667.850	1677.050	1596.250	1603.910	         586083	   1607.475	   1563.327	   1709.351	   1780.437	           	      0.000	 586083.000	 844572.813	 696934.375	    -67.090	    -90.882	     47.583	     76.893	     71.609	
 2002/04/05	1598.030	1657.090	1575.970	1634.640	         555511	   1633.900	   1562.909	   1693.323	   1784.005	           	      0.000	 555511.000	 858441.625	 714286.375	    -59.018	    -84.509	     50.982	     79.175	     76.747	
 2002/04/12	1633.830	1680.300	1631.070	1658.980	         640933	   1637.637	   1564.404	   1681.358	   1787.743	           	      0.000	 640933.000	 781737.625	 735428.813	    -50.080	    -77.623	     55.087	     82.492	     79.520	
 2002/04/19	1660.570	1664.520	1603.960	1635.170	         472942	   1640.475	   1566.236	   1671.844	   1791.714	           	      0.000	 472942.000	 634492.813	 724425.625	    -44.406	    -70.980	     53.148	     80.959	     80.875	
 2002/04/26	1633.640	1643.150	1603.640	1640.590	         348801	   1634.662	   1574.313	   1662.597	   1794.992	           	      0.000	 348801.000	 520854.406	 683721.625	    -39.022	    -64.588	     51.133	     78.644	     80.698	
 2002/04/30	1643.550	1673.750	1640.560	1667.750	         240125	   1647.438	   1593.721	   1655.061	   1797.704	           	      0.000	 240125.000	 451660.813	 648116.813	    -32.192	    -58.109	     51.834	     80.123	     79.909	
 2002/05/10	1669.870	1670.920	1636.860	1638.200	         188715	   1648.137	   1608.087	   1647.748	   1800.153	           	      0.000	 188715.000	 378304.000	 618372.813	    -28.832	    -52.253	     46.844	     73.658	     77.475	
 2002/05/17	1634.900	1634.920	1540.580	1567.500	         398716	   1629.850	   1614.370	   1639.906	   1801.521	           	      0.000	 398716.000	 329862.406	 555800.000	    -31.510	    -48.105	     33.189	     58.017	     70.599	
 2002/05/24	1564.970	1599.110	1529.350	1549.470	         417381	   1612.700	   1617.668	   1632.276	   1801.872	           	      0.000	 417381.000	 318748.813	 476620.813	    -34.688	    -45.421	     21.467	     42.935	     58.203	
 2002/05/31	1555.040	1569.410	1506.540	1515.730	         275323	   1587.725	   1618.683	   1623.375	   1801.330	           	      0.000	 275323.000	 304054.406	 412454.406	    -39.474	    -44.232	      9.516	     29.753	     43.568	
 2002/06/07	1510.250	1540.820	1455.310	1529.510	         396033	   1560.075	   1610.163	   1615.213	   1800.747	           	      0.000	 396033.000	 335235.188	 393448.000	    -41.674	    -43.720	      4.092	     27.264	     33.318	
 2002/06/14	1529.340	1534.380	1493.240	1494.250	         342564	   1531.287	   1600.413	   1607.254	   1800.118	           	      0.000	 342564.000	 366003.188	 372153.594	    -45.736	    -44.124	     -3.225	     24.282	     27.100	
 2002/06/21	1489.140	1564.920	1481.250	1562.720	         409305	   1530.338	   1592.188	   1603.472	   1800.417	           	      0.000	 409305.000	 368118.406	 348990.406	    -42.935	    -43.886	      1.901	     29.759	     27.102	
 2002/06/28	1704.700	1748.890	1647.500	1732.760	        2340885	   1567.000	   1602.101	   1608.188	   1801.436	           	      0.000	2340885.000	 752822.375	 535785.625	    -26.687	    -40.446	     27.518	     47.315	     33.786	
 2002/07/05	1736.290	1740.380	1698.830	1722.190	         827535	   1608.287	   1608.832	   1609.491	   1802.274	           	      0.000	 827535.063	 863264.000	 583659.188	    -14.496	    -35.256	     41.520	     62.602	     46.559	
 2002/07/12	1723.580	1741.920	1689.220	1698.300	         599140	   1642.050	   1611.861	   1609.695	   1802.633	           	      0.000	 599140.000	 903884.813	 619560.000	     -6.685	    -29.542	     45.713	     71.465	     60.461	
 2002/07/19	1696.810	1714.090	1680.200	1713.860	         426379	   1685.963	   1617.909	   1612.151	   1803.619	           	      0.000	 426379.000	 920649.625	 643326.375	      0.751	    -23.483	     48.470	     77.831	     70.632	
 2002/07/26	1712.020	1712.330	1656.820	1657.500	         362272	   1704.912	   1619.207	   1612.467	   1803.818	           	      0.000	 362272.000	 911244.813	 639681.625	      2.074	    -18.372	     40.891	     77.183	     75.493	
 2002/08/02	1654.930	1672.120	1639.220	1661.870	         312864	   1690.738	   1618.755	   1610.976	   1804.012	           	      0.000	 312864.000	 505638.406	 629230.375	      3.434	    -14.011	     34.890	     75.315	     76.776	
 2002/08/09	1661.400	1679.810	1642.770	1647.050	         272981	   1675.713	   1619.438	   1608.007	   1804.423	           	      0.000	 272981.000	 394726.406	 628995.188	      3.279	    -10.553	     27.664	     71.506	     74.668	
 2002/08/16	1642.480	1652.980	1624.050	1646.790	         252740	   1665.412	   1625.538	   1605.107	   1804.332	           	      0.000	 252740.000	 325446.406	 614665.625	      3.100	     -7.822	     21.844	     68.141	     71.654	
 2002/08/23	1645.930	1696.280	1641.400	1683.210	         414320	   1659.287	   1635.827	   1605.333	   1804.572	           	      0.000	 414320.000	 323033.594	 621841.625	      5.829	     -5.092	     21.842	     62.111	     67.253	
 2002/08/30	1682.140	1683.510	1664.820	1666.620	         313047	   1661.113	   1647.433	   1606.112	   1804.901	           	      0.000	 313047.000	 313190.406	 612217.625	      6.577	     -2.758	     18.671	     54.105	     61.452	
 2002/09/06	1666.340	1680.280	1629.930	1631.380	         311544	   1655.012	   1655.269	   1605.873	   1805.322	           	      0.000	 311544.000	 312924.813	 409281.594	      4.278	     -1.351	     11.257	     40.132	     52.117	
 2002/09/13	1628.450	1631.670	1605.980	1625.760	         271865	   1650.750	   1665.385	   1606.296	   1805.956	           	      0.000	 271865.000	 312704.000	 353715.188	      1.979	     -0.685	      5.327	     31.180	     41.806	
 2002/09/20	1624.130	1624.140	1585.070	1604.910	         283569	   1642.375	   1668.630	   1608.335	   1806.380	           	      0.000	 283569.000	 318870.406	 322158.406	     -1.508	     -0.850	     -1.317	     25.044	     32.118	
 2002/09/27	1602.280	1604.300	1577.530	1581.620	         242479	   1622.063	   1657.005	   1613.222	   1806.965	           	      0.000	 242479.000	 284502.406	 303768.000	     -6.081	     -1.896	     -8.370	     18.110	     24.777	
 2002/10/11	1577.050	1577.050	1521.910	1524.050	         380469	   1593.550	   1641.764	   1615.358	   1807.100	           	      0.000	 380469.000	 297984.000	 305587.188	    -14.187	     -4.354	    -19.665	     12.156	     18.436	
 2002/10/18	1522.870	1548.530	1500.540	1519.540	         278468	   1571.175	   1628.010	   1616.349	   1807.477	           	      0.000	 278468.000	 291369.594	 302147.188	    -20.735	     -7.630	    -26.210	     10.055	     13.440	
 2002/10/25	1519.200	1553.860	1512.330	1520.310	         281032	   1550.088	   1613.125	   1616.754	   1807.963	           	      0.000	 281032.000	 293203.188	 302953.594	    -25.568	    -11.218	    -28.701	      9.541	     10.585	
 2002/11/01	1518.090	1521.870	1488.680	1510.760	         352652	   1531.250	   1601.837	   1616.995	   1808.257	           	      0.000	 352652.000	 307020.813	 312945.594	    -29.825	    -14.939	    -29.772	      9.861	      9.819	
 2002/11/08	1516.220	1573.100	1515.070	1522.190	         512057	   1519.363	   1591.091	   1613.522	   1808.796	           	      0.000	 512057.000	 360934.406	 322718.406	    -31.909	    -18.333	    -27.151	     11.848	     10.417	
 2002/11/15	1519.600	1526.130	1451.390	1463.690	         372253	   1507.287	   1576.986	   1608.895	   1808.980	           	      0.000	 372253.000	 359292.813	 328638.406	    -37.844	    -22.236	    -31.218	     11.088	     10.932	
 2002/11/22	1463.720	1468.320	1375.540	1395.500	         340676	   1482.488	   1557.654	   1600.831	   1808.748	           	      0.000	 340676.000	 371734.406	 331552.000	    -47.503	    -27.289	    -40.428	     10.134	     11.023	
 2002/11/29	1393.340	1450.190	1353.140	1434.180	         520379	   1465.262	   1538.500	   1595.840	   1808.849	           	      0.000	 520379.000	 419603.188	 356403.188	    -51.443	    -32.120	    -38.647	     15.428	     12.217	
 2002/12/06	1432.030	1432.900	1388.510	1405.530	         343493	   1444.225	   1518.418	   1589.101	   1809.198	           	      0.000	 343493.000	 417769.594	 362395.188	    -56.230	    -36.942	    -38.576	     18.744	     14.768	
 2002/12/13	1404.510	1410.790	1367.310	1396.900	         287868	   1419.162	   1500.380	   1581.393	   1809.408	           	      0.000	 287868.000	 372934.406	 366934.406	    -60.028	    -41.559	    -36.937	     19.861	     18.010	
 2002/12/20	1397.720	1431.360	1392.890	1427.940	         343941	   1412.012	   1485.163	   1575.298	   1808.793	           	      0.000	 343941.000	 367270.406	 363281.594	    -59.843	    -45.216	    -29.254	     23.676	     20.760	
 2002/12/27	1429.950	1439.850	1367.850	1382.970	         421977	   1409.512	   1468.091	   1567.721	   1808.613	           	      0.000	 421977.000	 383532.813	 377633.594	    -62.603	    -48.693	    -27.820	     22.101	     21.880	
 2003/01/03	1379.740	1379.750	1312.800	1319.870	         287612	   1386.650	   1447.957	   1557.489	   1807.605	           	      0.000	 287612.000	 336979.188	 378291.188	    -69.087	    -52.772	    -32.629	     16.861	     20.880	
 2003/01/10	1319.690	1411.370	1311.680	1384.860	         587095	   1382.500	   1437.245	   1550.037	   1806.562	           	      0.000	 587095.000	 385699.188	 401734.406	    -68.194	    -55.856	    -24.675	     19.867	     19.609	
 2003/01/17	1381.870	1492.720	1378.650	1478.680	        1327853	   1398.863	   1434.106	   1547.425	   1805.247	           	      0.000	1327853.000	 593696.000	 483315.188	    -59.234	    -56.532	     -5.403	     38.713	     25.147	
 2003/01/24	1475.710	1489.550	1446.350	1479.070	         784213	   1409.088	   1430.933	   1545.355	   1804.188	           	      0.000	 784212.938	 681750.375	 524510.375	    -51.507	    -55.527	      8.040	     56.861	     38.480	
 2003/01/29	1481.610	1508.590	1480.970	1499.810	         378495	   1432.450	   1430.091	   1544.886	   1802.533	           	      0.000	 378495.000	 673052.813	 528292.813	    -43.212	    -53.064	     19.704	     71.068	     55.548	
 2003/02/14	1499.170	1519.290	1476.870	1510.950	         469491	   1470.675	   1429.231	   1544.342	   1801.186	           	      0.000	 469491.000	 709427.188	 523203.188	    -35.332	    -49.518	     28.371	     80.849	     69.592	
 2003/02/21	1510.640	1517.770	1476.420	1478.870	         525695	   1489.475	   1430.394	   1543.888	   1799.938	           	      0.000	 525695.000	 697148.813	 541424.000	    -31.315	    -45.877	     29.124	     83.214	     78.378	
 2003/02/28	1476.070	1524.750	1474.470	1511.930	         481231	   1496.125	   1439.351	   1542.393	   1798.420	           	      0.000	 481231.000	 527824.000	 560760.000	    -25.173	    -41.736	     33.126	     86.498	     83.520	
 2003/03/07	1511.580	1529.750	1489.380	1493.090	         458949	   1498.938	   1443.885	   1535.346	   1796.287	           	      0.000	 458949.000	 462771.188	 572260.813	    -21.577	    -37.704	     32.254	     86.492	     85.401	
 2003/03/14	1492.210	1496.160	1458.500	1466.040	         333342	   1492.175	   1448.534	   1527.811	   1793.829	           	      0.000	 333342.000	 453740.813	 563396.813	    -20.672	    -34.298	     27.252	     82.563	     85.184	
 2003/03/21	1465.140	1478.990	1452.590	1474.660	         371870	   1484.912	   1454.519	   1521.233	   1791.337	           	      0.000	 371870.000	 434217.594	 571822.375	    -19.040	    -31.246	     24.413	     76.826	     81.961	
 2003/03/28	1474.590	1508.260	1447.010	1491.940	         489832	   1487.537	   1459.442	   1514.708	   1788.912	           	      0.000	 489832.000	 427046.406	 562097.625	    -16.165	    -28.230	     24.130	     69.851	     76.413	
 2003/04/04	1491.390	1525.770	1490.990	1521.130	         578744	   1489.375	   1470.067	   1510.697	   1786.723	           	      0.000	 578744.000	 446547.188	 487185.594	    -11.400	    -24.864	     26.928	     73.040	     73.240	
 2003/04/11	1521.900	1581.700	1510.340	1576.860	        1440952	   1506.125	   1489.837	   1508.197	   1785.725	           	      0.000	1440952.000	 642950.375	 552860.813	     -3.092	    -20.510	     34.836	     79.679	     74.189	
 2003/04/18	1581.380	1649.600	1581.200	1603.080	        1892612	   1533.537	   1506.625	   1506.903	   1784.512	           	      0.000	1892612.000	 954803.188	 704272.000	      5.545	    -15.299	     41.687	     80.678	     77.799	
 2003/04/25	1598.500	1598.580	1481.070	1487.150	         950769	   1536.037	   1507.279	   1502.208	   1781.786	           	      0.000	 950768.938	1070582.375	 752400.000	      3.000	    -11.639	     29.278	     65.712	     75.355	
 2003/04/30	1483.470	1539.570	1473.270	1521.440	         681038	   1541.938	   1510.538	   1497.450	   1779.045	           	      0.000	 681038.000	1108822.375	 767934.375	      3.708	     -8.570	     24.555	     54.727	     67.039	
 2003/05/16	1522.980	1560.720	1477.250	1554.450	        1080085	   1548.600	   1514.740	   1494.151	   1776.640	           	      0.000	1080085.000	1209091.250	 827819.188	      6.853	     -5.485	     24.676	     51.557	     57.332	
 2003/05/23	1557.290	1571.690	1522.190	1560.950	         720212	   1545.412	   1518.582	   1492.079	   1774.098	           	      0.000	 720212.000	1064940.750	 853945.625	      9.758	     -2.436	     24.389	     51.936	     52.741	
 2003/05/30	1563.200	1581.610	1543.340	1576.260	         859013	   1540.050	   1526.077	   1490.623	   1771.574	           	      0.000	 859012.938	 858224.000	 906513.625	     13.144	      0.680	     24.928	     54.996	     52.831	
 2003/06/06	1577.990	1582.410	1538.100	1538.920	         686020	   1550.400	   1528.154	   1488.682	   1768.872	           	      0.000	 686020.000	 805273.625	 937928.000	     12.668	      3.077	     19.182	     51.320	     52.751	
 2003/06/13	1536.270	1572.410	1527.830	1566.770	         559477	   1559.463	   1533.817	   1488.245	   1766.330	           	      0.000	 559477.000	 780960.000	 944891.188	     14.373	      5.336	     18.073	     50.828	     52.382	
 2003/06/20	1568.190	1569.550	1528.300	1529.470	         561397	   1554.475	   1538.702	   1488.404	   1763.152	           	      0.000	 561397.000	 677225.625	 943158.375	     12.569	      6.783	     11.572	     45.965	     49.371	
 2003/06/27	1524.580	1524.910	1486.080	1497.050	         486293	   1541.700	   1540.423	   1487.745	   1759.684	           	      0.000	 486293.000	 630441.625	 847691.188	      8.426	      7.112	      2.629	     38.003	     44.931	
 2003/07/04	1493.690	1510.170	1477.870	1502.350	         423831	   1526.912	   1541.221	   1487.215	   1756.140	           	      0.000	 423831.000	 543401.625	 700812.813	      5.507	      6.791	     -2.567	     33.173	     39.047	
 2003/07/11	1500.850	1535.970	1490.970	1528.850	         458949	   1524.900	   1541.817	   1487.748	   1752.685	           	      0.000	 458949.000	 497990.406	 651632.000	      5.272	      6.487	     -2.431	     35.939	     35.704	
 2003/07/18	1528.390	1540.190	1506.490	1507.160	         540502	   1512.975	   1536.452	   1487.305	   1748.827	           	      0.000	 540502.000	 494195.188	 637577.625	      3.297	      5.849	     -5.104	     34.650	     34.587	
 2003/07/25	1501.390	1510.310	1471.290	1477.650	         530649	   1502.613	   1526.808	   1487.717	   1744.574	           	      0.000	 530649.000	 488044.813	 582635.188	     -0.642	      4.551	    -10.386	     27.096	     32.561	
 2003/08/01	1474.740	1483.070	1464.870	1476.970	         339283	   1498.588	   1526.019	   1490.112	   1740.339	           	      0.000	 339283.000	 458643.188	 544542.375	     -3.776	      2.885	    -13.322	     21.007	     27.585	
 2003/08/08	1476.820	1497.100	1468.440	1471.270	         347439	   1492.387	   1522.163	   1491.204	   1736.669	           	      0.000	 347439.000	 443366.406	 493384.000	     -6.642	      0.980	    -15.244	     15.721	     21.276	
 2003/08/15	1469.260	1484.580	1447.110	1450.200	         302805	   1476.650	   1514.144	   1492.517	   1733.133	           	      0.000	 302805.000	 412134.406	 455062.406	    -10.493	     -1.315	    -18.356	     11.100	     15.943	
 2003/08/22	1449.670	1453.450	1432.750	1438.880	         291965	   1463.000	   1504.755	   1493.752	   1729.386	           	      0.000	 291965.000	 362428.813	 428312.000	    -14.293	     -3.910	    -20.766	      8.596	     11.806	
 2003/08/29	1434.210	1434.210	1406.680	1421.980	         286603	   1451.850	   1492.885	   1493.575	   1726.122	           	      0.000	 286603.000	 313616.000	 400830.406	    -18.456	     -6.819	    -23.273	      8.686	      9.461	
 2003/09/05	1423.350	1456.550	1420.120	1431.530	         438943	   1442.775	   1484.625	   1495.004	   1722.798	           	      0.000	 438943.000	 333548.813	 396096.000	    -20.745	     -9.605	    -22.281	     11.190	      9.491	
 2003/09/12	1429.460	1429.710	1407.950	1409.160	         351294	   1430.350	   1472.505	   1497.630	   1719.264	           	      0.000	 351294.000	 334320.000	 388843.188	    -24.087	    -12.501	    -23.172	      9.483	      9.786	
 2003/09/19	1407.810	1416.080	1383.400	1391.370	         348738	   1418.575	   1461.875	   1497.822	   1715.402	           	      0.000	 348738.000	 343507.188	 377820.813	    -27.850	    -15.571	    -24.558	      8.256	      9.642	
 2003/09/26	1392.900	1396.940	1367.750	1370.840	         289634	   1404.975	   1452.168	   1494.651	   1711.259	           	      0.000	 289634.000	 343043.188	 352736.000	    -32.118	    -18.880	    -26.476	      6.482	      8.074	
 2003/09/30	1369.440	1371.070	1348.220	1367.160	         123861	   1394.012	   1441.769	   1491.358	   1706.992	           	      0.000	 123861.000	 310496.000	 312056.000	    -35.390	    -22.182	    -26.415	      7.599	      7.445	
 2003/10/10	1366.200	1406.000	1359.500	1404.010	         244840	   1388.512	   1432.168	   1488.542	   1702.524	           	      0.000	 244840.000	 271673.594	 302611.188	    -34.610	    -24.668	    -19.885	     16.206	     10.096	
 2003/10/17	1405.330	1411.880	1362.420	1370.580	         359563	   1380.787	   1421.663	   1484.412	   1697.505	           	      0.000	 359563.000	 273328.000	 303824.000	    -36.272	    -26.989	    -18.566	     19.467	     14.424	
 2003/10/24	1369.710	1407.390	1350.210	1381.830	         497684	   1378.887	   1414.288	   1481.559	   1692.842	           	      0.000	 497684.000	 303116.813	 323312.000	    -36.263	    -28.844	    -14.839	     23.172	     19.615	
 2003/10/31	1381.840	1383.600	1334.780	1348.300	         542452	   1374.375	   1404.394	   1476.746	   1687.748	           	      0.000	 542452.000	 353680.000	 348361.594	    -38.517	    -30.778	    -15.478	     21.081	     21.240	
 2003/11/07	1346.480	1412.910	1323.120	1335.200	         918639	   1367.988	   1393.923	   1472.101	   1682.623	           	      0.000	 918639.063	 512633.594	 411564.813	    -40.890	    -32.801	    -16.179	     18.121	     20.790	
 2003/11/14	1330.960	1350.390	1307.400	1331.050	         466549	   1353.387	   1384.760	   1468.132	   1677.704	           	      0.000	 466549.000	 556979.188	 414326.406	    -42.614	    -34.763	    -15.701	     18.291	     19.165	
 2003/11/21	1330.490	1394.570	1312.560	1361.560	         754378	   1351.588	   1378.813	   1464.805	   1672.786	           	      0.000	 754378.000	 635939.188	 454633.594	    -41.045	    -36.020	    -10.050	     26.594	     21.003	
 2003/11/28	1360.330	1423.580	1360.230	1397.220	         956599	   1354.662	   1376.909	   1462.018	   1668.090	           	      0.000	 956599.063	 727724.813	 515420.813	    -36.503	    -36.116	     -0.774	     41.349	     28.745	
 2003/12/05	1398.710	1462.070	1398.710	1451.120	        1020993	   1375.225	   1378.413	   1459.960	   1663.408	           	      0.000	1020992.938	 823430.375	 588555.188	    -28.229	    -34.539	     12.619	     57.930	     41.957	
 2003/12/12	1452.110	1475.380	1429.060	1470.790	         871466	   1402.350	   1383.154	   1456.840	   1659.006	           	      0.000	 871466.000	 814000.000	 663316.813	    -19.856	    -31.602	     23.493	     71.910	     57.063	
 2003/12/19	1471.240	1480.430	1429.710	1446.290	         925258	   1425.400	   1387.385	   1452.230	   1654.705	           	      0.000	 925258.000	 905737.625	 731358.375	    -15.024	    -28.287	     26.526	     77.495	     69.112	
 2003/12/26	1444.170	1525.300	1441.580	1514.780	        1273420	   1456.037	   1398.452	   1453.040	   1651.634	           	      0.000	1273420.000	1009548.813	 822744.000	     -5.603	    -23.750	     36.294	     83.310	     77.572	
 2004/01/02	1509.280	1526.240	1491.250	1517.190	         794364	   1480.037	   1409.995	   1452.915	   1648.684	           	      0.000	 794364.000	 977100.813	 852412.813	      2.034	    -18.593	     41.254	     87.903	     82.902	
 2004/01/09	1516.800	1618.760	1516.700	1581.470	        1719427	   1506.113	   1423.644	   1453.711	   1646.220	           	      0.000	1719427.000	1116787.250	 970108.813	     13.122	    -12.250	     50.744	     89.081	     86.764	
 2004/01/16	1579.880	1627.490	1573.770	1600.430	        1196257	   1532.037	   1441.327	   1454.873	   1643.549	           	      0.000	1196257.000	1181744.000	 997872.000	     23.172	     -5.166	     56.675	     89.957	     88.980	
 2004/01/30	1605.250	1634.410	1589.400	1590.730	         464108	   1560.912	   1457.394	   1455.298	   1640.625	           	      0.000	 464108.000	1089516.750	 997627.188	     30.008	      1.869	     56.278	     88.704	     89.249	
 2004/02/06	1630.650	1705.910	1585.960	1679.190	        1776524	   1593.800	   1482.846	   1459.423	   1638.257	           	      0.000	1776524.000	1190134.375	1099841.625	     42.079	      9.911	     64.335	     89.040	     89.234	
 2004/02/13	1679.580	1715.460	1653.240	1658.540	        1415808	   1622.075	   1507.721	   1462.123	   1635.514	           	      0.000	1415808.000	1314422.375	1145761.625	     49.409	     17.811	     63.197	     86.896	     88.214	
 2004/02/20	1661.450	1728.020	1661.440	1721.750	        1440250	   1650.125	   1537.774	   1467.778	   1632.799	           	      0.000	1440249.875	1258588.750	1187688.000	     59.631	     26.175	     66.913	     89.110	     88.348	
 2004/02/27	1725.590	1730.280	1628.840	1675.070	        1325602	   1665.050	   1561.889	   1473.013	   1629.788	           	      0.000	1325602.000	1284457.625	1233100.750	     63.237	     33.587	     59.300	     87.605	     87.870	
 2004/03/05	1676.220	1694.810	1642.630	1662.100	        1013481	   1679.338	   1582.269	   1477.713	   1626.432	           	      0.000	1013480.938	1394332.750	1241924.750	     64.307	     39.731	     49.151	     83.197	     86.638	
 2004/03/12	1660.640	1699.250	1634.710	1694.740	         995522	   1682.438	   1601.005	   1482.590	   1623.254	           	      0.000	 995522.000	1238134.375	1214134.375	     67.016	     45.188	     43.655	     82.136	     84.313	
 2004/03/19	1696.940	1755.100	1696.820	1747.870	        1192297	   1700.300	   1622.317	   1489.671	   1620.704	           	      0.000	1192297.000	1193430.375	1253926.375	     72.612	     50.673	     43.879	     85.339	     83.557	
 2004/03/26	1749.710	1760.080	1720.880	1734.050	         975478	   1702.762	   1644.452	   1497.211	   1618.030	           	      0.000	 975478.000	1100476.750	1179532.750	     75.068	     55.552	     39.032	     86.068	     84.514	
 2004/04/02	1734.590	1771.670	1711.660	1768.650	         931858	   1721.488	   1663.986	   1505.792	   1615.344	           	      0.000	 931858.000	1021728.000	1153092.750	     78.896	     60.221	     37.351	     89.327	     86.913	
 2004/04/09	1771.740	1783.010	1721.590	1727.350	        1277863	   1734.525	   1680.149	   1513.322	   1612.038	           	      0.000	1277863.000	1074601.625	1234467.250	     77.702	     63.717	     27.969	     83.784	     86.393	
 2004/04/16	1717.200	1734.920	1656.300	1693.860	         979974	   1734.363	   1688.793	   1520.489	   1608.568	           	      0.000	 979974.000	1071494.375	1154814.375	     73.209	     65.615	     15.187	     71.996	     81.702	
 2004/04/23	1695.330	1698.690	1632.560	1635.500	         711420	   1711.887	   1691.490	   1526.272	   1604.512	           	      0.000	 711420.000	 975318.375	1084374.375	     64.199	     65.332	     -2.266	     52.130	     69.302	
 2004/04/30	1633.270	1644.500	1572.230	1595.590	         648019	   1684.188	   1691.865	   1531.379	   1600.154	           	      0.000	 648019.000	 909827.188	1005152.000	     53.225	     62.910	    -19.372	     36.902	     53.676	
 2004/05/14	1600.630	1606.070	1545.630	1562.690	         484412	   1642.988	   1682.904	   1535.235	   1595.652	           	      0.000	 484412.000	 820336.000	 921032.000	     41.396	     58.607	    -34.424	     25.666	     38.233	
 2004/05/21	1556.670	1575.380	1526.240	1558.330	         554037	   1609.200	   1675.197	   1539.623	   1591.155	           	      0.000	 554037.000	 675574.375	 875088.000	     31.308	     53.148	    -43.679	     19.565	     27.378	
 2004/05/28	1559.550	1562.330	1508.650	1548.720	         505746	   1580.162	   1661.885	   1544.252	   1586.506	           	      0.000	 505746.000	 580726.375	 826110.375	     22.281	     46.974	    -49.386	     16.800	     20.677	
 2004/06/04	1549.030	1580.570	1534.990	1542.090	         605329	   1561.488	   1651.659	   1549.289	   1582.142	           	      0.000	 605329.000	 559510.375	 767414.375	     14.427	     40.465	    -52.076	     14.955	     17.107	
 2004/06/11	1538.460	1538.500	1456.320	1472.070	         555218	   1536.787	   1637.038	   1552.375	   1577.356	           	      0.000	 555218.000	 540947.188	 725387.188	      2.522	     32.876	    -60.708	     11.961	     14.572	
 2004/06/18	1471.450	1491.690	1411.030	1427.300	         541766	   1509.713	   1616.471	   1553.059	   1572.131	           	      0.000	 541766.000	 552419.188	 686377.625	    -10.405	     24.220	    -69.249	      9.478	     12.132	
 2004/06/25	1421.830	1456.130	1399.390	1401.110	         474364	   1478.250	   1589.793	   1553.956	   1567.516	           	      0.000	 474364.000	 536483.188	 606028.813	    -22.503	     14.876	    -74.757	      6.631	      9.355	
 2004/07/02	1396.360	1447.610	1376.220	1441.190	         533260	   1456.750	   1567.264	   1555.702	   1563.922	           	      0.000	 533260.000	 541987.188	 561356.813	    -28.528	      6.195	    -69.446	     10.316	      8.809	
 2004/07/09	1440.170	1466.780	1426.950	1430.650	         433416	   1434.463	   1541.264	   1558.125	   1560.281	           	      0.000	 433416.000	 507603.188	 533556.813	    -33.764	     -1.797	    -63.935	     14.578	     10.508	
 2004/07/16	1426.250	1458.390	1378.910	1456.130	         625026	   1431.275	   1520.404	   1561.682	   1557.032	           	      0.000	 625026.000	 521568.000	 531257.625	    -35.450	     -8.528	    -53.844	     21.776	     15.557	
 2004/07/23	1456.770	1465.840	1387.260	1407.400	         598174	   1427.287	   1498.365	   1563.927	   1553.702	           	      0.000	 598174.000	 532848.000	 542633.625	    -40.253	    -14.873	    -50.761	     21.945	     19.434	
 2004/07/30	1401.840	1409.120	1366.500	1386.200	         491952	   1424.313	   1479.188	   1564.651	   1550.592	           	      0.000	 491952.000	 536364.813	 536424.000	    -45.249	    -20.948	    -48.602	     18.802	     20.841	
 2004/08/06	1381.880	1424.550	1363.690	1390.460	         530514	   1414.175	   1463.413	   1564.454	   1547.686	           	      0.000	 530514.000	 535817.625	 538902.375	    -48.308	    -26.420	    -43.776	     17.144	     19.297	
 2004/08/13	1388.080	1404.720	1357.080	1368.450	         406827	   1401.725	   1448.471	   1562.022	   1544.562	           	      0.000	 406827.000	 530499.188	 519051.188	    -51.909	    -31.518	    -40.783	     14.555	     16.835	
 2004/08/20	1366.520	1371.230	1327.770	1341.740	         411303	   1378.850	   1431.808	   1558.226	   1541.331	           	      0.000	 411303.000	 487753.594	 504660.813	    -56.270	    -36.468	    -39.604	     12.782	     14.828	
 2004/08/27	1339.930	1347.150	1314.600	1320.610	         370265	   1361.500	   1414.264	   1554.529	   1538.246	           	      0.000	 370265.000	 442172.813	 487510.406	    -60.731	    -41.321	    -38.821	     10.130	     12.490	
