                  上证指数 (000001)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA5   	   MA.MA13  	   MA.MA34  	   MA.MA144 	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 SKDJ.K     	 SKDJ.D     	 
 2011/03/11	2952.720	3012.040	2927.680	2933.800	        7129183	   2896.350	   2839.683	   2795.015	   2704.121	           	      0.000	7129182.500	6282317.000	5156736.000	     28.313	     19.617	     17.391	     77.970	     71.717	
 2011/03/18	2923.980	2939.650	2850.950	2906.890	        6931293	   2912.275	   2840.692	   2804.864	   2700.188	           	      0.000	6931293.000	7029888.000	5388019.000	     29.743	     21.642	     16.201	     76.903	     76.383	
 2011/03/25	2913.910	2985.080	2884.750	2977.810	        6038903	   2927.875	   2851.673	   2814.875	   2697.025	           	      0.000	6038903.000	6749593.500	5543219.000	     36.182	     24.550	     23.263	     79.969	     78.281	
 2011/04/01	2985.360	3005.780	2914.380	2967.410	        7163034	   2945.650	   2863.923	   2823.963	   2694.510	           	      0.000	7163034.000	6880870.500	5784550.500	     39.984	     27.637	     24.694	     81.509	     79.460	
 2011/04/08	2964.210	3031.100	2963.900	3030.020	        4144221	   2963.175	   2878.635	   2836.412	   2695.628	           	      0.000	4144221.000	6281344.000	5745958.500	     47.502	     31.610	     31.785	     86.417	     82.632	
 2011/04/15	3037.910	3062.530	2994.470	3050.530	        7371729	   2986.525	   2898.567	   2848.419	   2697.148	           	      0.000	7371729.500	6329830.500	6306073.500	     54.488	     36.186	     36.604	     89.758	     85.895	
 2011/04/22	3040.530	3067.460	2992.670	3010.520	        6852738	   3007.250	   2921.279	   2860.177	   2698.968	           	      0.000	6852738.000	6314112.000	6672000.000	     56.147	     40.178	     31.939	     86.917	     87.698	
 2011/04/29	3003.030	3003.610	2871.010	2911.510	        5747567	   2994.000	   2933.500	   2867.713	   2700.647	           	      0.000	5747566.500	6255846.500	6502720.000	     48.910	     41.924	     13.971	     71.470	     82.715	
 2011/05/06	2911.510	2933.460	2834.460	2863.890	        4341610	   2973.300	   2938.490	   2873.614	   2700.697	           	      0.000	4341610.000	5691571.000	6286221.000	     38.884	     41.316	     -4.865	     52.899	     70.428	
 2011/05/13	2868.240	2897.140	2832.250	2871.030	        4830255	   2941.500	   2941.856	   2881.625	   2701.340	           	      0.000	4830255.000	5828761.500	6055053.000	     31.155	     39.284	    -16.259	     39.153	     54.508	
 2011/05/20	2864.380	2884.140	2821.200	2858.460	        4363916	   2903.100	   2938.673	   2889.474	   2701.294	           	      0.000	4363916.000	5227213.000	5778521.500	     23.741	     36.175	    -24.868	     29.711	     40.589	
 2011/05/27	2853.290	2853.290	2708.550	2709.950	        4512446	   2842.975	   2925.702	   2891.070	   2700.656	           	      0.000	4512446.000	4759168.000	5536640.000	      5.815	     30.103	    -48.576	     20.020	     29.629	
 2011/06/03	2704.490	2744.930	2676.540	2728.020	        4032047	   2806.250	   2909.211	   2890.754	   2701.505	           	      0.000	4032047.000	4416051.000	5335949.000	     -6.854	     22.712	    -59.131	     15.885	     21.871	
 2011/06/10	2720.970	2754.120	2672.320	2705.140	        3206801	   2774.500	   2891.625	   2882.930	   2703.272	           	      0.000	3206801.000	4189081.500	4940326.500	    -18.527	     14.464	    -65.982	     12.956	     16.286	
 2011/06/17	2687.650	2735.550	2641.390	2642.820	        3856622	   2728.875	   2871.317	   2873.158	   2704.923	           	      0.000	3856622.000	3994368.000	4911565.000	    -32.433	      5.085	    -75.035	      9.069	     12.637	
 2011/06/24	2635.830	2759.710	2610.990	2746.210	        4234775	   2706.425	   2853.500	   2866.320	   2707.345	           	      0.000	4234775.000	3968537.500	4597875.000	    -34.710	     -2.874	    -63.672	     14.440	     12.155	
 2011/07/01	2746.790	2778.670	2727.250	2759.360	        5039123	   2716.325	   2837.500	   2855.434	   2711.214	           	      0.000	5039123.000	4073881.500	4416525.000	    -35.050	     -9.309	    -51.482	     23.675	     15.728	
 2011/07/08	2770.940	2825.120	2770.940	2797.770	        5846371	   2730.275	   2819.635	   2849.912	   2716.200	           	      0.000	5846371.000	4436736.000	4426393.500	    -31.853	    -13.818	    -36.070	     36.384	     24.832	
 2011/07/15	2789.450	2821.340	2752.190	2820.170	        5197183	   2753.275	   2801.914	   2847.901	   2721.374	           	      0.000	5197183.000	4834816.000	4511949.000	    -27.198	    -16.494	    -21.408	     49.610	     36.557	
 2011/07/22	2821.360	2826.960	2763.420	2770.790	        4624218	   2778.850	   2783.471	   2844.930	   2724.686	           	      0.000	4624218.000	4988339.000	4491353.500	    -27.181	    -18.631	    -17.098	     57.002	     47.665	
 2011/07/29	2759.630	2759.630	2677.120	2701.730	        4184778	   2769.950	   2767.327	   2840.794	   2729.556	           	      0.000	4184778.000	4978355.000	4473446.500	    -32.366	    -21.378	    -21.975	     55.103	     53.906	
 2011/08/05	2697.570	2712.890	2605.140	2626.420	        3304193	   2743.375	   2749.067	   2834.482	   2734.388	           	      0.000	3304193.000	4631347.000	4352614.500	    -42.068	    -25.516	    -33.103	     43.251	     51.785	
 2011/08/12	2599.291	2614.190	2437.680	2593.170	        5071639	   2702.450	   2727.692	   2825.640	   2739.621	           	      0.000	5071639.000	4476416.000	4456576.000	    -51.841	    -30.781	    -42.120	     39.461	     45.939	
 2011/08/19	2598.140	2636.360	2513.750	2534.360	        3856087	   2645.300	   2702.760	   2816.794	   2745.214	           	      0.000	3856087.000	4208179.000	4521497.500	    -63.600	    -37.345	    -52.509	     34.857	     39.189	
 2011/08/26	2534.570	2616.640	2507.780	2612.190	        3700092	   2613.575	   2695.240	   2811.029	   2751.218	           	      0.000	3700092.250	4023347.250	4505843.000	    -65.878	    -43.052	    -45.654	     36.199	     36.839	
 2011/09/02	2595.470	2615.140	2517.620	2528.281	        3205037	   2578.900	   2679.885	   2801.901	   2754.981	           	      0.000	3205037.000	3827404.750	4402880.000	    -73.607	    -49.163	    -48.889	     33.303	     34.786	
 2011/09/09	2510.101	2528.421	2459.541	2497.750	        2704451	   2553.150	   2663.933	   2793.265	   2758.650	           	      0.000	2704451.000	3707443.250	4169395.250	    -81.258	    -55.582	    -51.353	     28.111	     32.538	
 2011/09/16	2467.730	2499.480	2439.370	2482.341	        2079872	   2530.975	   2651.577	   2786.412	   2762.894	           	      0.000	2079872.000	3109094.500	3792755.250	    -87.556	    -61.977	    -51.159	     22.654	     28.023	
 2011/09/23	2469.601	2517.671	2400.141	2433.161	        3236998	   2510.750	   2627.500	   2777.015	   2765.772	           	      0.000	3236998.000	2985292.750	3596736.000	    -95.416	    -68.665	    -53.503	     17.922	     22.896	
 2011/09/30	2416.231	2441.731	2348.221	2359.221	        2764243	   2460.150	   2596.711	   2764.077	   2768.585	           	      0.000	2764243.000	2798131.250	3410739.250	   -106.385	    -76.209	    -60.353	     13.013	     17.863	
 2011/10/14	2363.081	2439.641	2318.631	2431.381	        3457628	   2440.750	   2568.529	   2752.434	   2771.452	           	      0.000	3457628.250	2848640.000	3338022.500	   -108.010	    -82.569	    -50.882	     17.404	     16.112	
 2011/10/21	2434.491	2452.991	2313.781	2317.271	        3101898	   2404.675	   2529.856	   2735.302	   2774.688	           	      0.000	3101898.000	2928128.000	3317785.500	   -117.155	    -89.486	    -55.338	     14.421	     14.945	
 2011/10/28	2322.021	2483.761	2307.151	2473.411	        4616515	   2402.900	   2506.981	   2723.386	   2779.219	           	      0.000	4616515.000	3435468.750	3272281.500	   -110.530	    -93.695	    -33.670	     23.500	     18.441	
 2011/11/04	2470.251	2536.781	2433.721	2528.291	        5169830	   2421.900	   2493.635	   2711.206	   2783.548	           	      0.000	5169830.000	3822028.750	3403660.750	    -99.701	    -94.896	     -9.610	     37.845	     25.257	
 2011/11/11	2518.901	2536.181	2472.761	2481.081	        3889968	   2446.300	   2482.452	   2697.893	   2787.206	           	      0.000	3889968.000	4047180.750	3422656.000	    -93.847	    -94.686	      1.678	     50.906	     37.418	
 2011/11/18	2498.671	2534.061	2411.041	2416.561	        3924346	   2443.325	   2468.865	   2683.471	   2790.163	           	      0.000	3924346.000	4140492.750	3494566.500	    -93.338	    -94.417	      2.158	     53.356	     47.370	
 2011/11/25	2416.731	2419.241	2370.701	2380.221	        2496779	   2455.900	   2457.010	   2665.893	   2791.545	           	      0.000	2496779.000	4019507.250	3473817.500	    -94.774	    -94.488	     -0.572	     48.585	     50.949	
 2011/12/02	2383.891	2423.561	2319.441	2360.661	        3363176	   2433.350	   2437.664	   2648.048	   2791.821	           	      0.000	3363176.000	3768806.500	3602137.500	    -96.380	    -94.867	     -3.027	     41.072	     47.671	
 2011/12/09	2363.111	2363.131	2302.641	2315.271	        2311642	   2390.775	   2421.279	   2627.029	   2792.196	           	      0.000	2311642.000	3197184.000	3509606.500	   -100.160	    -95.925	     -8.470	     30.274	     39.977	
 2011/12/16	2312.151	2315.811	2170.751	2224.841	        2563177	   2339.500	   2400.279	   2602.743	   2793.181	           	      0.000	2563177.000	2931814.500	3489497.500	   -109.195	    -98.579	    -21.231	     23.700	     31.681	
 2011/12/23	2208.071	2239.861	2149.421	2204.781	        2728641	   2297.150	   2378.933	   2579.044	   2793.263	           	      0.000	2728641.000	2692684.750	3416588.750	   -116.629	   -102.189	    -28.879	     19.705	     24.560	
 2011/12/30	2193.660	2213.450	2134.021	2199.420	        2356521	   2261.000	   2360.952	   2558.099	   2793.753	           	      0.000	2356521.000	2664627.250	3342067.250	   -121.552	   -106.062	    -30.980	     17.839	     20.415	
 2012/01/06	2212.000	2217.521	2132.630	2163.400	        1585719	   2221.550	   2345.894	   2537.496	   2792.936	           	      0.000	1585719.000	2309145.500	3038976.000	   -126.897	   -110.229	    -33.336	     14.819	     17.454	
 2012/01/13	2164.740	2295.220	2148.450	2244.581	        4138311	   2207.400	   2331.529	   2519.073	   2792.035	           	      0.000	4138311.000	2674483.250	2935833.500	   -123.162	   -112.815	    -20.694	     17.331	     16.663	
 2012/01/20	2230.431	2322.891	2196.121	2319.121	        3660249	   2226.275	   2331.664	   2503.209	   2791.335	           	      0.000	3660249.000	2893875.250	2912844.750	   -112.887	   -112.830	     -0.114	     29.652	     20.600	
 2012/02/03	2324.491	2336.271	2263.341	2330.411	        3031211	   2251.400	   2320.664	   2492.048	   2790.545	           	      0.000	3031211.000	2954419.250	2823552.000	   -102.649	   -110.794	     16.289	     42.315	     29.767	
 2012/02/10	2334.251	2368.981	2278.821	2351.981	        4247097	   2281.900	   2307.106	   2480.989	   2789.490	           	      0.000	4247097.000	3332505.500	2998566.500	    -91.737	   -106.982	     30.490	     58.103	     43.357	
 2012/02/17	2332.051	2374.281	2325.031	2357.181	        4252308	   2320.650	   2297.567	   2470.754	   2788.854	           	      0.000	4252308.000	3865830.500	3087488.000	    -81.728	   -101.931	     40.406	     70.756	     57.057	
 2012/02/24	2383.691	2439.981	2345.051	2439.631	        5344010	   2359.650	   2299.346	   2464.776	   2788.591	           	      0.000	5344010.000	4106956.750	3390720.000	    -66.378	    -94.821	     56.886	     81.201	     70.020	
 2012/03/02	2447.411	2478.381	2418.331	2460.691	        5502835	   2387.975	   2305.539	   2456.379	   2787.446	           	      0.000	5502835.000	4475494.500	3684684.750	    -51.915	    -86.240	     68.650	     87.233	     79.730	
 2012/03/09	2464.851	2469.841	2388.521	2439.461	        5085990	   2409.775	   2311.596	   2446.967	   2786.017	           	      0.000	5085990.000	4886451.000	3920435.250	    -41.685	    -77.329	     71.287	     89.119	     85.852	
 2012/03/16	2438.551	2476.221	2366.021	2404.741	        6143597	   2420.325	   2318.471	   2435.408	   2784.677	           	      0.000	6143597.000	5265741.000	4299123.000	    -35.965	    -69.056	     66.181	     86.731	     87.694	
 2012/03/23	2401.221	2412.341	2342.121	2349.541	        4519547	   2418.825	   2328.077	   2421.570	   2782.709	           	      0.000	4519547.000	5319193.500	4592512.000	    -35.477	    -62.340	     53.726	     78.039	     84.629	
 2012/03/30	2349.091	2363.771	2242.351	2262.791	        3362261	   2383.450	   2332.539	   2406.629	   2779.299	           	      0.000	3362261.000	4922854.500	4514905.500	    -41.611	    -58.194	     33.167	     58.522	     74.431	
 2012/04/06	2258.031	2309.641	2251.391	2306.551	        1522379	   2352.600	   2340.769	   2395.004	   2776.262	           	      0.000	1522379.000	4126771.250	4301133.000	    -42.452	    -55.046	     25.188	     45.812	     60.792	
 2012/04/13	2300.051	2369.701	2258.851	2359.161	        3986983	   2336.575	   2355.836	   2387.143	   2772.642	           	      0.000	3986983.000	3906944.000	4396697.500	    -38.429	    -51.723	     26.586	     43.554	     49.296	
 2012/04/20	2346.311	2407.291	2333.341	2406.861	        4884179	   2337.000	   2368.317	   2381.666	   2769.022	           	      0.000	4884179.000	3655091.250	4460416.000	    -31.035	    -47.585	     33.100	     49.526	     46.297	
 2012/04/27	2403.521	2415.751	2350.401	2396.321	        5943604	   2346.325	   2374.250	   2377.603	   2764.216	           	      0.000	5943604.000	3939891.250	4629542.500	    -25.729	    -43.214	     34.970	     54.945	     49.341	
 2012/05/04	2421.081	2453.731	2407.791	2452.011	        3324592	   2384.175	   2383.606	   2372.893	   2759.619	           	      0.000	3324592.000	3932339.250	4427597.000	    -16.836	    -37.938	     42.205	     64.976	     56.483	
 2012/05/11	2441.761	2451.951	2393.381	2394.981	        4681501	   2401.875	   2386.914	   2368.971	   2754.100	           	      0.000	4681501.000	4564173.000	4345472.000	    -14.226	    -33.196	     37.939	     67.555	     62.492	
 2012/05/18	2408.261	2411.271	2338.241	2344.521	        4217424	   2398.925	   2385.942	   2364.463	   2746.960	           	      0.000	4217424.000	4610253.000	4258598.500	    -16.045	    -29.766	     27.442	     63.395	     65.309	
 2012/05/25	2343.581	2378.081	2327.411	2333.551	        3890625	   2384.275	   2377.789	   2360.092	   2739.471	           	      0.000	3890625.000	4411545.500	4033318.500	    -18.162	    -27.445	     18.566	     57.292	     62.747	
 2012/06/01	2325.321	2393.281	2309.071	2373.441	        4568416	   2379.700	   2371.067	   2358.331	   2733.309	           	      0.000	4568416.000	4136524.750	4038208.000	    -16.431	    -25.242	     17.622	     56.524	     59.070	
 2012/06/08	2346.981	2348.201	2276.711	2281.451	        3429464	   2345.600	   2358.923	   2356.048	   2727.994	           	      0.000	3429464.000	4157491.250	4044915.250	    -22.226	    -24.639	      4.825	     45.100	     52.973	
 2012/06/15	2282.891	2319.711	2278.161	2306.851	        3429153	   2327.975	   2351.394	   2352.386	   2723.452	           	      0.000	3429153.000	3906995.250	4235584.000	    -24.487	    -24.609	      0.243	     35.225	     45.616	
 2012/06/21	2313.531	2325.051	2253.791	2260.881	        2338264	   2311.250	   2344.567	   2350.724	   2719.287	           	      0.000	2338264.000	3531187.250	4070720.000	    -29.646	    -25.616	     -8.061	     24.837	     35.053	
 2012/06/29	2253.511	2253.511	2188.721	2225.431	        2793826	   2289.600	   2341.692	   2343.430	   2714.869	           	      0.000	2793826.000	3311820.750	3861683.250	    -36.179	    -27.729	    -16.900	     19.494	     26.518	
